ID,var_rpta_alt,Prob_uno
335753#447444#632903,0,0.43
617523#49293#1055539,0,0.44
511266#57511#1047451,0,0.44
190167#793871#286471,0,0.44
237974#1010767#69575,0,0.18
320145#632549#447793,1,0.5431
489136#1012190#68152,0,0.44
3563#237773#845204,1,0.5431
267658#588294#492048,1,0.5075
192375#110429#977369,1,0.6425
523253#353498#726371,0,0.44
69057#495504#584838,0,0.4871
349551#194630#893625,0,0.44
600739#333740#746839,1,0.5431
409228#448641#631716,1,0.93
279847#428343#651655,0,0.3567
162869#316027#767113,1,0.72
346121#423681#656302,1,0.74
509751#47282#1057541,0,0.4871
617319#153934#934181,0,0.44
560664#652870#427472,1,0.75
412532#543787#536555,0,0.22
369382#50381#1054486,0,0.44
259705#280129#802915,0,0.44
371843#126536#961298,1,0.7243
170522#113848#973966,0,0.4871
511467#390785#689119,1,0.5431
267000#767829#312513,0,0.44
110199#557243#523099,0,0.4871
297272#842373#237969,0,0.4871
325667#327670#755462,0,0.44
68545#621556#458786,0,0.4871
262075#521009#559333,0,0.4871
514472#896802#183540,0,0.44
414665#94755#993019,0,0.44
302441#1041849#38493,1,0.5431
31053#674800#405542,0,0.4871
132132#498346#581996,0,0.4871
388231#591252#489090,0,0.44
148890#330654#750055,1,0.5431
404877#867315#213027,0,0.44
25860#407677#672239,0,0.4871
417352#882669#197673,0,0.4871
88593#902546#177796,0,0.4871
179448#872771#207571,0,0.44
116951#290382#792674,0,0.34
296565#486890#593452,0,0.44
586016#485202#595140,0,0.44
278078#765712#314630,0,0.44
202842#230807#852028,1,0.69
458472#880170#200172,0,0.44
97672#571299#509043,1,0.5617
491573#723869#356473,0,0.4871
109406#223936#858865,0,0.44
468707#1036336#44006,0,0.44
389813#177271#910839,1,0.97
571070#978736#101606,0,0.44
600231#319895#763255,0,0.395
285438#489857#590485,1,0.5431
180038#259912#823069,1,0.5431
396044#217129#865640,1,0.5431
481918#268829#814184,0,0.44
418234#807545#272797,0,0.22
51629#1030560#49782,0,0.44
115401#238550#844446,0,0.37
358294#727484#352858,1,0.5431
269166#1049501#30841,1,0.5431
276159#401729#678188,1,0.545
542980#42169#1062934,1,0.5431
53515#158028#930076,0,0.44
634586#678806#401536,0,0.44
347481#54414#1050534,1,0.6455
618710#492844#587498,0,0.44
260902#604797#475545,1,0.5431
510838#587867#492475,1,1.0
252859#518215#562127,0,0.4367
116667#482395#597947,0,0.4871
294765#434843#645349,1,0.5431
573222#889070#191272,0,0.3975
623826#267578#815436,1,0.5431
424866#1053820#26522,0,0.44
113541#1062455#17887,1,0.5431
330612#645508#434834,0,0.4871
362351#182018#906117,0,0.44
269078#472727#607615,1,0.5431
599381#222941#859858,0,0.44
383380#274255#808766,1,0.5431
199792#860442#219900,0,0.4871
60233#498443#581899,0,0.4871
503202#545720#534622,0,0.44
259074#475302#605040,1,0.5431
110295#855296#225046,1,0.5431
343769#490816#589526,0,0.44
510332#890560#189782,0,0.4871
233229#1029133#51209,0,0.44
78469#177776#910341,0,0.43
551307#324329#758798,1,0.5431
533098#885970#194372,0,0.44
162118#289400#793661,1,0.55
90635#995250#85092,0,0.4871
31455#821056#259286,1,0.763
467139#853719#226623,0,0.44
468489#419665#660329,1,0.5431
518189#224035#858766,1,0.5431
476798#108883#978914,1,0.5431
414310#157149#930950,0,0.44
576331#929288#151054,1,0.5431
458443#1016996#63346,0,0.4871
619095#1077145#3197,1,0.6268
272432#40961#1064143,1,0.5431
401867#328010#755135,1,0.5431
10371#440168#640141,1,0.5042
352879#735661#344681,0,0.44
79008#104895#982878,1,0.6112
331087#673928#406414,0,0.4871
617462#1022999#57343,0,0.44
592396#760130#320212,0,0.385
57691#193328#894919,0,0.44
342128#354729#725138,0,0.4871
485812#117985#969843,1,0.5431
575711#659934#420408,1,0.5431
361640#833271#247071,0,0.45
217584#1063352#16990,0,0.4871
157612#559657#520685,0,0.4871
546857#51575#1053366,0,0.44
437030#817729#262613,1,0.5431
19089#243672#839328,1,0.5431
422817#686399#393943,0,0.4871
300399#1054833#25509,0,0.44
550002#775737#304605,1,0.5431
165004#210666#872079,0,0.44
439822#437975#642319,0,0.44
204815#1072676#7666,0,0.44
91526#790821#289521,0,0.4871
605171#676220#404122,1,0.5431
15285#738742#341600,0,0.44
261592#619954#460388,0,0.4871
544288#492171#588171,0,0.4871
195315#583124#497218,0,0.4871
295412#455572#624763,1,0.53
242515#247508#835497,1,0.5431
88064#303718#779388,1,0.5431
457599#494453#585889,0,0.4871
474841#374275#705577,1,0.5431
415146#757010#323332,0,0.44
517564#340980#739663,1,0.5431
123367#833822#246520,1,0.5431
408622#163871#924246,0,0.2283
48177#1022559#57783,0,0.44
81489#529174#551168,0,0.44
13766#359999#719864,0,0.4871
157803#1037640#42702,1,0.6304
151037#799684#280658,1,0.675
374016#1061112#19230,0,0.44
511098#991561#88781,1,0.5217
253953#609916#470426,0,0.4871
452953#799178#281164,0,0.44
550809#888225#192117,0,0.4871
242351#439259#641046,1,0.5431
211024#302712#780400,0,0.44
269037#512897#567445,0,0.4871
147616#142951#945146,0,0.44
105881#691848#388494,0,0.44
245732#980784#99558,0,0.4871
6478#138844#949254,1,0.5431
514200#494744#585598,0,0.4871
351734#611298#469044,0,0.44
13113#37600#1067462,0,0.4871
414596#113441#974372,0,0.44
94849#213819#868941,0,0.44
189418#707207#373135,0,0.44
286192#236248#846674,1,0.5431
96619#143338#944767,0,0.44
118617#640670#439672,1,0.5431
252941#114200#973619,1,0.617
205597#433580#646554,0,0.44
50564#1021139#59203,0,0.44
312853#983741#96601,0,0.44
7184#1025055#55287,1,0.6348
407241#274576#808445,1,0.63
384094#97559#990206,1,0.5431
104081#237972#845007,1,0.5431
556423#316927#766217,0,0.45
310089#608190#472152,0,0.4871
395948#742019#338323,0,0.44
160863#244165#838835,0,0.4871
180981#706887#373455,0,0.44
309117#1006704#73638,1,0.5431
406558#808358#271984,1,0.5431
185339#319342#763804,1,0.5431
161406#294510#788582,0,0.44
330782#572165#508177,1,0.5431
408085#403259#676660,1,0.5431
216761#795836#284506,0,0.4871
684#196279#891979,0,0.44
375985#349801#730957,0,0.44
43653#794575#285767,0,0.44
342144#294072#789014,0,0.44
297018#689626#390716,0,0.44
474968#182922#905212,1,0.5431
73731#564805#515537,1,0.6217
320620#869495#210847,0,0.4871
179417#524487#555855,1,0.5167
331130#231433#851404,0,0.44
392610#807409#272933,1,0.5596
173756#1080273#69,0,0.4871
486214#290766#792289,1,0.61
413628#253191#829811,0,0.46
260639#101179#986596,0,0.44
86226#538123#542219,1,0.5431
414271#380952#698906,1,0.5431
109705#1023069#57273,0,0.44
558167#665747#414595,0,0.4871
22965#995001#85341,1,0.5431
326466#313738#769400,0,0.44
255679#619494#460848,0,0.4871
317953#363751#716099,1,0.5431
588997#736661#343681,0,0.44
494018#634046#446296,0,0.44
283935#841846#238496,0,0.44
299809#348685#732062,1,0.5188
166379#754925#325417,0,0.44
107137#834646#245696,0,0.44
480348#326137#756999,1,0.6433
528424#657123#423219,0,0.4871
278006#276715#806313,0,0.31
147142#206072#879204,0,0.44
62176#667514#412828,0,0.44
158414#843646#236696,1,0.5431
631123#661653#418689,0,0.4871
319482#187286#900868,1,0.635
615346#392209#687692,0,0.44
421579#198183#890080,0,0.4
55361#815452#264890,0,0.3367
561630#383562#696291,0,0.4871
410424#982671#97671,0,0.4871
422759#459066#621275,1,0.5431
376724#960205#120137,1,0.78
443739#447749#632602,0,0.44
623274#451313#629047,0,0.4871
235534#766242#314100,1,0.59
582662#159261#928847,1,0.5431
422027#58614#1046368,0,0.38
330358#751392#328950,0,0.44
277187#977764#102578,1,0.5431
329317#684952#395390,0,0.4871
22158#838763#241579,0,0.44
467714#373328#706525,0,0.44
376375#533174#547168,0,0.4871
227024#848188#232154,0,0.4871
93370#941779#138563,0,0.4871
7363#675879#404463,0,0.44
609581#441353#638962,0,0.44
267846#141852#946250,0,0.4871
585118#89080#1016225,0,0.4871
564292#227700#855130,0,0.44
371376#1038285#42057,0,0.44
533838#1027894#52448,0,0.4871
257264#628776#451566,0,0.44
582850#426428#653551,0,0.4871
21270#545924#534418,1,0.5431
415378#189984#898251,0,0.4871
228750#416585#663409,1,0.5431
35737#1026553#53789,0,0.4871
407900#373435#706417,1,0.51
570061#824361#255981,0,0.44
384772#619835#460507,0,0.4871
587320#401804#678110,0,0.1567
297871#152622#935476,0,0.44
226417#944009#136333,0,0.4871
259859#482034#598308,0,0.4871
424583#750022#330320,1,0.65
291129#868048#212294,0,0.44
26394#928261#152081,0,0.44
529847#1015314#65028,0,0.44
26589#743853#336489,1,0.66
427801#827156#253186,1,0.69
324481#1051035#29307,1,0.5431
26875#406006#673918,0,0.44
360425#254596#828395,0,0.44
361487#552930#527412,1,0.5431
416891#286078#796988,1,0.5431
239357#383195#696656,0,0.4871
66558#651989#428353,1,0.64
570481#879621#200721,0,0.4871
518245#638127#442215,0,0.44
220198#711531#368811,0,0.44
415992#137860#950245,1,0.5431
123458#188898#899295,1,0.5431
188117#176240#911859,0,0.21
374885#731119#349223,0,0.44
585901#1012915#67427,0,0.44
97734#615021#465321,1,0.5431
215554#371400#708449,0,0.4871
204446#872456#207886,0,0.32
538596#295404#787691,0,0.44
581047#571401#508941,0,0.44
471392#188260#899907,1,0.5431
31136#508275#572067,1,0.5431
442733#994954#85388,0,0.44
400640#424156#655828,0,0.46
13946#35059#1069994,0,0.44
332489#644848#435494,0,0.44
468489#274365#808658,1,0.5431
265200#599737#480605,1,0.5431
442252#1056967#23375,0,0.44
359358#39304#1065792,0,0.44
275715#86519#1018746,0,0.44
547986#54786#1050162,0,0.4871
613537#658628#421714,0,0.44
410846#438101#642199,1,0.5431
601682#165729#922390,0,0.44
56595#995686#84656,0,0.44
441644#513463#566879,0,0.4871
266267#997300#83042,0,0.44
312121#691737#388605,0,0.44
282578#657322#423020,0,0.4871
549130#754749#325593,0,0.4871
23044#595773#484569,1,0.4967
8904#876197#204145,1,0.5431
608055#858464#221878,0,0.35
30736#710154#370188,0,0.44
343763#57279#1047678,0,0.44
341810#372751#707102,1,0.5431
306867#832727#247615,0,0.4871
627219#333805#746776,1,0.5431
209171#464607#615735,1,1.0
532133#487488#592854,0,0.44
461440#636422#443920,0,0.345
421280#144480#943618,1,0.5431
412885#1048245#32097,1,0.5431
273624#612662#467680,1,0.5431
21823#508250#572092,0,0.4871
88673#120964#966860,0,0.44
575098#819118#261224,0,0.35
325916#983991#96351,0,0.44
114067#229388#853449,1,0.6367
547378#837724#242618,0,0.44
136729#529893#550449,1,0.59
341518#918377#161965,0,0.4871
300634#527961#552381,1,0.5431
393586#1006371#73971,1,0.83
232918#1077320#3022,0,0.44
493783#343750#736927,0,0.44
226275#87646#1017633,1,0.5431
390458#383792#696064,1,0.5431
330293#60687#1044290,0,0.4871
2413#134449#953602,0,0.4871
497811#816589#263753,1,0.5431
8084#948207#132135,0,0.4871
416403#127167#960674,0,0.2963
413305#556072#524270,0,0.44
382092#1053576#26766,0,0.4467
30772#868835#211507,0,0.4871
327648#214397#868362,0,0.4871
137403#160582#927524,1,0.775
483682#871050#209292,0,0.2636
364761#194174#894079,0,0.44
153584#403685#676236,1,0.5431
350798#967040#113302,0,0.4871
362468#1007180#73162,0,0.4871
614966#772832#307510,0,0.44
307174#945696#134646,1,0.5875
193245#606903#473439,0,0.4871
274768#1065429#14913,0,0.4871
190134#727871#352471,1,0.65
439167#657956#422386,1,0.5431
54694#387709#692145,0,0.487
445121#362031#717826,1,0.7587
524860#654963#425379,0,0.285
394347#620268#460074,0,0.4871
395162#792176#288166,0,0.38
521559#647558#432784,0,0.4871
208505#753148#327194,1,0.58
631828#168657#919475,0,0.4871
258901#270643#812362,1,0.5431
510626#127530#960320,0,0.4871
263255#668938#411404,1,0.56
262250#1049778#30564,0,0.44
135687#657693#422649,0,0.465
284363#1007088#73254,0,0.4871
492903#114644#973178,0,0.4871
257585#284368#798691,0,0.22
32996#459718#620625,1,0.8133
112446#845359#234983,0,0.4871
437387#177405#910709,0,0.44
291173#1020710#59632,0,0.44
26138#954250#126092,1,0.5431
232047#953461#126881,0,0.44
444014#731577#348765,1,0.5431
307444#555614#524728,0,0.4871
332619#168068#920065,1,0.5431
561066#483305#597037,0,0.4871
388013#1071447#8895,0,0.44
556861#155325#932780,1,0.5431
178632#144452#943646,0,0.41
140071#233543#849289,1,0.5431
279619#895321#185021,0,0.44
395897#403620#677432,0,0.44
409709#890088#190254,0,0.44
411738#1004988#75354,0,0.2674
517900#1024751#55591,1,0.5431
379248#239289#843725,0,0.47
145253#522594#557748,0,0.4871
319930#447011#633338,0,0.44
295574#1033665#46677,0,0.44
50042#844831#235511,1,0.67
465238#242347#840668,0,0.4871
612509#63398#1041598,1,0.5431
127489#137111#950993,1,0.5431
391435#609419#470923,0,0.44
619993#1063457#16885,0,0.4871
139046#461482#618859,1,0.5431
75499#187193#900958,1,0.7
19987#643075#437267,1,0.64
254617#615597#464745,1,0.5431
578387#1038307#42035,0,0.44
132839#689199#391143,0,0.4871
549150#776797#303545,1,0.595
120657#372148#707706,0,0.2067
214453#490947#589395,0,0.3593
168827#137766#950339,0,0.44
363484#1001241#79101,0,0.44
152927#322858#760278,0,0.44
302769#507421#572921,0,0.4871
429633#1055170#25172,0,0.44
110391#150584#937512,1,0.5431
83653#446983#633366,1,0.5431
479496#860739#219603,0,0.44
107282#686597#393745,0,0.2725
533606#502359#577983,0,0.44
163867#176022#912076,0,0.44
548786#262922#820066,1,0.5431
515199#944883#135459,0,0.44
494442#725631#354711,0,0.44
320212#310166#772974,1,0.5431
504849#49103#1055724,0,0.4871
496107#739796#340546,0,0.44
304596#567434#512908,1,0.5155
130346#977557#102785,1,0.5431
11958#332108#748458,1,0.5431
71819#168107#920026,0,0.44
271934#597704#482638,0,0.44
477200#637125#443217,0,0.4871
577822#356780#723082,1,0.5431
277712#1009691#70651,1,0.5431
558356#346884#733827,0,0.4871
334004#413417#666498,0,0.44
229256#1068868#11474,0,0.44
12007#517397#562945,1,0.54
498592#801128#279214,0,0.4871
548647#1018504#61838,1,0.5431
625471#304360#778746,0,0.382
370681#61477#1043507,0,0.4871
521149#335634#744951,0,0.44
411229#749020#331322,1,0.5431
264672#604137#476205,0,0.44
562622#379133#700723,0,0.4871
222668#732087#348255,0,0.44
536485#385664#694188,0,0.4871
74860#785059#295283,0,0.4871
573419#261084#821898,1,0.5431
556800#250239#832758,0,0.4871
528402#118549#969284,0,0.44
2319#101519#986252,1,0.545
85634#395896#684011,0,0.44
78228#725516#354826,0,0.4871
284500#117619#970205,1,0.5431
55919#961289#119053,0,0.44
300504#313325#769810,1,0.5431
617549#450832#629534,1,0.61
342901#407289#672627,1,0.5431
188579#447618#632729,0,0.46
464639#824010#256332,1,0.5431
260171#198339#889924,1,0.5431
227552#720742#359600,0,0.44
520024#295694#787404,0,0.44
89495#1026037#54305,0,0.44
195977#249584#833417,0,0.44
507825#160612#927495,0,0.44
439737#361239#718623,1,0.5431
47355#285913#797152,0,0.44
386315#336134#744453,1,0.5431
612460#223365#859434,1,0.5431
187834#1004142#76200,0,0.44
597213#378962#700895,0,0.44
598095#644292#436050,0,0.4871
363114#267818#815192,1,0.5431
255383#604662#475680,1,0.5431
228864#845241#235101,0,0.4871
594029#211623#871132,0,0.44
508010#97774#989992,0,0.4871
366749#713173#367169,0,0.4871
64662#866942#213400,0,0.4871
382184#1041061#39281,0,0.44
81372#952154#128188,0,0.44
4595#560746#519596,1,0.5431
72986#233283#849545,1,0.5431
365425#469829#610513,1,0.635
199859#237956#845022,1,0.5431
265204#274615#808405,1,0.5986
274786#1042079#38263,0,0.4871
84838#198252#890011,0,0.44
35229#629206#451136,0,0.44
206416#443479#636833,0,0.4262
217867#325097#758035,0,0.44
184309#227798#855031,1,0.5431
124057#570555#509787,1,0.5431
615675#395913#683994,1,0.5431
460938#542490#537852,0,0.425
546329#664805#415537,0,0.4871
363700#1040123#40219,1,0.635
240582#203650#881592,0,0.44
287949#438119#642182,1,0.5431
29470#33571#1071457,0,0.4871
64310#649524#430818,1,0.5431
202917#414775#665161,1,0.5431
275057#433683#646456,0,0.44
58948#644709#435633,1,0.5431
156589#949714#130628,0,0.44
263571#278133#804905,1,0.53
350162#69767#1035285,0,0.4871
8168#842453#237889,1,0.5431
525929#1014484#65858,1,0.92
47098#664065#416277,0,0.4871
243923#286508#796554,0,0.44
16528#426103#653872,1,0.5431
510475#334003#746574,1,0.5431
589866#435599#644627,1,0.77
509147#762823#317519,0,0.44
104069#216274#866496,1,0.5431
540159#1044117#36225,0,0.44
287463#618811#461531,0,0.4871
323218#573369#506973,0,0.4871
257991#212872#869886,0,0.4
123997#750407#329935,0,0.4871
327835#313702#769437,1,0.5431
498919#901427#178915,0,0.44
527380#183332#904805,1,0.5431
173908#805105#275237,1,0.6105
213922#739312#341030,1,0.5431
214438#739007#341335,1,0.5431
277764#726186#354156,1,0.5431
439920#861477#218865,0,0.44
371066#401919#677998,1,0.73
192753#607083#473259,0,0.4871
171731#710817#369525,0,0.44
529769#445952#634380,1,0.5431
131475#700120#380222,0,0.4871
581893#444137#636187,0,0.17
524187#231477#851360,0,0.44
33836#205065#880188,1,0.554
93622#227406#855421,0,0.44
170509#951417#128925,0,0.4871
151592#959843#120499,0,0.44
255395#1029802#50540,0,0.485
6174#226825#855990,1,0.5431
17104#508980#571362,1,0.5431
557587#1030456#49886,0,0.44
411912#271710#811303,1,0.5431
192684#435809#644422,1,0.635
193125#515543#564799,0,0.4871
255303#748961#331381,0,0.44
594430#177451#910664,1,0.52
494990#378808#701046,1,0.5431
442754#952648#127694,0,0.44
12113#882066#198276,0,0.4871
425062#189946#898289,0,0.44
620159#199930#888339,1,0.516
189964#986215#94127,0,0.2533
273363#97828#989937,0,0.4871
340965#295438#787656,1,0.5431
194619#895286#185056,0,0.4871
468076#321402#761749,1,0.5431
545907#831469#248873,0,0.4871
439893#897183#183159,0,0.44
424051#806426#273916,0,0.44
589900#759137#321205,1,0.5431
128639#656975#423367,0,0.44
124394#650291#430051,0,0.4871
542464#491920#588422,1,0.5431
451232#881362#198980,0,0.44
20733#793826#286516,0,0.4871
254690#159919#928182,1,0.58
371359#970135#110207,1,0.5183
375870#172736#915388,1,0.5431
7411#775255#305087,0,0.44
446799#785731#294611,0,0.44
468870#1026584#53758,0,0.44
353261#866931#213411,0,0.03
457282#508220#572122,0,0.44
181861#599569#480773,1,0.52
159402#313032#770105,0,0.44
602764#107504#980291,1,0.5431
314851#808029#272313,1,0.5009
549919#593000#487342,0,0.37
317460#968438#111904,1,0.5431
598232#532707#547635,1,0.605
155875#919188#161154,0,0.4871
441418#380934#698924,0,0.2867
554983#945842#134500,0,0.4871
618713#808918#271424,1,0.5431
434120#286775#796284,1,0.5431
15308#271368#811645,1,0.5431
261562#999881#80461,1,0.5736
425675#1067216#13126,1,0.7555
302278#882783#197559,0,0.4871
315482#812425#267917,0,0.404
84934#448852#631505,1,0.5431
593970#71661#1033398,1,0.5431
325808#402754#677167,1,0.53
32776#599530#480812,0,0.4871
113232#980155#100187,1,0.695
426393#304445#778661,0,0.44
561370#945846#134496,1,0.74
304878#111081#976727,1,0.5431
596059#522344#557998,0,0.326
557876#364747#715106,1,0.5908
609248#317322#765820,0,0.4871
552652#946519#133823,0,0.4871
345115#54606#1050343,1,0.5431
527442#778741#301601,0,0.3775
479246#353592#726275,1,0.65
544279#974944#105398,1,0.7367
170325#265093#817896,0,0.44
69048#946978#133364,0,0.44
425678#730562#349780,0,0.44
263842#987524#92818,1,0.87
385527#466312#614030,1,0.5431
526195#405493#674428,1,0.59
583676#197933#890330,0,0.44
174359#360700#719162,1,0.6717
601228#704959#375383,0,0.44
213493#137455#950655,1,0.5431
68526#262468#820516,0,0.4033
207113#624314#456028,0,0.4871
126711#113832#973982,1,0.5431
328105#412622#667293,1,0.5431
300645#221682#861108,0,0.44
540797#332472#748107,0,0.327
45729#108221#979574,1,0.5431
229457#728575#351767,1,0.6
91518#866807#213535,0,0.4871
304113#576803#503539,0,0.44
21552#35795#1069258,0,0.48
629320#830217#250125,0,0.4871
233396#631264#449078,0,0.44
156016#531970#548372,0,0.44
119422#355691#724172,1,0.5431
431662#815610#264732,1,0.525
421935#179502#908620,0,0.44
554366#175169#912936,0,0.2833
479478#1003195#77147,1,0.68
237627#155793#932306,1,0.5431
312564#477206#603136,0,0.4871
153771#213554#869209,1,0.5431
200621#1024615#55727,1,0.5431
510095#793832#286510,0,0.43
46577#637253#443089,0,0.4871
342159#862865#217477,1,0.5431
372716#417750#662247,1,0.5431
241622#81620#1023626,0,0.41
94963#161765#926340,0,0.47
255304#645656#434686,0,0.44
187771#218686#864092,1,0.5431
322648#287417#795655,1,0.5431
42691#545956#534386,1,0.49
354158#951259#129083,0,0.4871
32589#649510#430832,0,0.47
113086#317613#765530,1,0.5431
469651#555385#524957,0,0.4871
531127#539225#541117,1,0.5431
418521#94729#993044,1,0.5431
133301#157551#930549,1,0.6
199271#963383#116959,1,0.5431
317049#170758#917380,1,0.5431
388048#952634#127708,1,0.5431
60375#503574#576768,0,0.44
78081#226358#856456,1,0.5431
545838#217903#864868,1,0.5431
424201#135763#952327,0,0.44
291590#797597#282745,0,0.4817
507305#401738#678179,1,0.5431
584468#418445#661550,0,0.44
584334#323344#759788,0,0.44
116797#457017#623305,0,0.44
212682#236796#846142,0,0.44
538297#505858#574484,1,0.5468
